Gender,Age group,State or Territory,Currently pregnant,Number of children,Age of youngest child,Essential oils preferences,Natural ingredients importance,How often use baby bath products,How often use baby shampoo,Survey Question 11,Survey Question 12,Survey Question 13,Survey Question 14,Survey Question 15,Survey Question 16,Survey Question 17,Survey Question 18,Survey Question 19,Survey Question 20,Survey Question 21,Survey Question 22,Survey Question 23,Survey Question 24,Survey Question 25,Survey Question 26,Survey Question 27,Survey Question 28,Survey Question 29,Survey Question 30,Survey Question 31,Survey Question 32,Survey Question 33,Survey Question 34,Survey Question 35,Survey Question 36,Survey Question 37,Survey Question 38,Survey Question 39,Survey Question 40,Survey Question 41,Survey Question 42,Survey Question 43,Survey Question 44,Survey Question 45,Survey Question 46,Survey Question 47,Survey Question 48,Survey Question 49,Survey Question 50,Survey Question 51,Survey Question 52,Survey Question 53
Female,Female,Male,Male,Male,Female,Strongly Disagree,Agree,Rarely,Always,Strongly Agree,Rarely,Agree,Neutral,Sometimes,Disagree,Strongly Agree,Always,Agree,Strongly Agree,Never,Neutral,Neutral,Rarely,Agree,Agree,Often,Neutral,Agree,Sometimes,Disagree,Agree,Never,Agree,Strongly Agree,Rarely,Strongly Agree,Agree,Always,Disagree,Strongly Agree,Rarely,Agree,Neutral,Never,Strongly Disagree,Neutral,Always,Disagree,Neutral,Sometimes,Neutral,Neutral
Female,Male,Male,Male,Female,Female,Disagree,Strongly Disagree,Always,Never,Disagree,Often,Neutral,Neutral,Often,Strongly Agree,Disagree,Sometimes,Disagree,Neutral,Sometimes,Strongly Disagree,Neutral,Never,Neutral,Strongly Disagree,Often,Strongly Agree,Strongly Disagree,Always,Agree,Strongly Agree,Rarely,Agree,Disagree,Always,Strongly Agree,Strongly Disagree,Never,Neutral,Strongly Disagree,Rarely,Agree,Strongly Agree,Rarely,Strongly Agree,Strongly Disagree,Often,Disagree,Strongly Disagree,Always,Neutral,Strongly Disagree
Male,Male,Male,Female,Male,Female,Strongly Agree,Neutral,Always,Always,Agree,Sometimes,Strongly Agree,Strongly Agree,Never,Neutral,Disagree,Sometimes,Disagree,Disagree,Often,Neutral,Agree,Often,Agree,Strongly Agree,Often,Disagree,Disagree,Often,Strongly Disagree,Strongly Disagree,Rarely,Strongly Agree,Strongly Disagree,Rarely,Strongly Agree,Strongly Disagree,Rarely,Agree,Agree,Sometimes,Strongly Agree,Strongly Disagree,Never,Disagree,Strongly Agree,Sometimes,Strongly Agree,Strongly Agree,Often,Strongly Disagree,Strongly Disagree
Female,Female,Male,Female,Female,Female,Disagree,Strongly Disagree,Sometimes,Sometimes,Strongly Disagree,Always,Neutral,Strongly Disagree,Always,Strongly Agree,Disagree,Sometimes,Strongly Agree,Strongly Disagree,Never,Disagree,Neutral,Rarely,Strongly Disagree,Disagree,Always,Strongly Disagree,Strongly Agree,Often,Strongly Agree,Neutral,Sometimes,Agree,Neutral,Always,Strongly Disagree,Agree,Always,Strongly Agree,Agree,Rarely,Neutral,Agree,Rarely,Agree,Disagree,Never,Agree,Neutral,Rarely,Agree,Disagree
Female,Male,Female,Female,Male,Female,Strongly Agree,Disagree,Always,Sometimes,Agree,Sometimes,Neutral,Neutral,Sometimes,Agree,Agree,Sometimes,Disagree,Strongly Disagree,Often,Disagree,Neutral,Rarely,Strongly Disagree,Disagree,Never,Strongly Agree,Agree,Rarely,Disagree,Disagree,Rarely,Neutral,Agree,Always,Strongly Disagree,Strongly Agree,Sometimes,Neutral,Strongly Disagree,Rarely,Disagree,Neutral,Always,Agree,Neutral,Always,Strongly Disagree,Strongly Disagree,Sometimes,Strongly Agree,Strongly Agree
Female,Male,Female,Male,Male,Female,Agree,Neutral,Rarely,Sometimes,Strongly Agree,Always,Strongly Disagree,Agree,Often,Disagree,Agree,Rarely,Strongly Disagree,Neutral,Often,Strongly Disagree,Strongly Disagree,Always,Disagree,Strongly Agree,Always,Strongly Agree,Neutral,Never,Neutral,Disagree,Sometimes,Agree,Neutral,Sometimes,Neutral,Strongly Agree,Often,Strongly Disagree,Strongly Agree,Rarely,Strongly Agree,Neutral,Always,Disagree,Strongly Agree,Often,Disagree,Strongly Agree,Always,Neutral,Neutral
Male,Female,Male,Male,Male,Female,Disagree,Strongly Agree,Always,Sometimes,Strongly Disagree,Often,Agree,Strongly Agree,Often,Strongly Agree,Strongly Disagree,Often,Disagree,Strongly Agree,Never,Disagree,Disagree,Rarely,Disagree,Neutral,Sometimes,Strongly Disagree,Neutral,Often,Strongly Agree,Strongly Disagree,Never,Strongly Agree,Neutral,Never,Strongly Agree,Neutral,Always,Disagree,Strongly Agree,Rarely,Agree,Neutral,Sometimes,Agree,Strongly Disagree,Often,Strongly Agree,Agree,Rarely,Disagree,Disagree
Female,Female,Male,Male,Male,Male,Neutral,Neutral,Rarely,Often,Agree,Rarely,Agree,Neutral,Rarely,Strongly Agree,Agree,Rarely,Disagree,Strongly Agree,Sometimes,Strongly Disagree,Strongly Agree,Sometimes,Agree,Strongly Agree,Rarely,Strongly Disagree,Neutral,Often,Strongly Agree,Agree,Often,Disagree,Disagree,Sometimes,Strongly Agree,Disagree,Often,Strongly Agree,Strongly Disagree,Often,Agree,Strongly Disagree,Sometimes,Disagree,Disagree,Never,Strongly Agree,Neutral,Rarely,Strongly Disagree,Neutral
Male,Male,Male,Female,Male,Female,Strongly Disagree,Neutral,Never,Rarely,Strongly Agree,Always,Disagree,Strongly Agree,Never,Disagree,Agree,Often,Agree,Agree,Sometimes,Agree,Disagree,Often,Agree,Strongly Disagree,Never,Disagree,Strongly Disagree,Always,Neutral,Strongly Disagree,Often,Disagree,Neutral,Never,Disagree,Neutral,Never,Neutral,Agree,Rarely,Disagree,Agree,Sometimes,Agree,Neutral,Never,Disagree,Agree,Always,Agree,Strongly Disagree
Male,Male,Female,Male,Female,Male,Agree,Strongly Disagree,Never,Always,Strongly Agree,Never,Strongly Agree,Strongly Agree,Rarely,Agree,Strongly Agree,Always,Disagree,Strongly Disagree,Never,Neutral,Strongly Disagree,Always,Strongly Disagree,Agree,Sometimes,Neutral,Disagree,Rarely,Agree,Neutral,Sometimes,Strongly Agree,Disagree,Often,Neutral,Strongly Agree,Rarely,Strongly Agree,Disagree,Always,Neutral,Strongly Agree,Often,Strongly Agree,Disagree,Often,Agree,Agree,Never,Disagree,Neutral
Female,Female,Male,Male,Male,Female,Disagree,Strongly Agree,Rarely,Always,Agree,Often,Strongly Disagree,Neutral,Sometimes,Neutral,Strongly Disagree,Often,Neutral,Neutral,Rarely,Strongly Agree,Strongly Disagree,Sometimes,Disagree,Strongly Agree,Never,Strongly Agree,Agree,Often,Strongly Disagree,Strongly Disagree,Sometimes,Strongly Disagree,Disagree,Sometimes,Disagree,Strongly Agree,Rarely,Strongly Agree,Disagree,Sometimes,Strongly Agree,Strongly Agree,Always,Disagree,Strongly Disagree,Often,Strongly Disagree,Strongly Disagree,Rarely,Agree,Strongly Agree
Female,Female,Male,Female,Male,Female,Agree,Agree,Always,Rarely,Disagree,Never,Neutral,Agree,Sometimes,Agree,Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Never,Strongly Agree,Strongly Agree,Often,Disagree,Agree,Always,Strongly Disagree,Disagree,Never,Strongly Disagree,Disagree,Sometimes,Strongly Agree,Strongly Disagree,Never,Strongly Agree,Neutral,Never,Strongly Agree,Agree,Never,Strongly Disagree,Strongly Agree,Rarely,Strongly Agree,Agree,Never,Neutral,Neutral,Sometimes,Agree,Disagree
Male,Male,Male,Male,Female,Male,Agree,Strongly Agree,Rarely,Often,Strongly Disagree,Sometimes,Neutral,Strongly Disagree,Sometimes,Neutral,Strongly Disagree,Rarely,Disagree,Strongly Agree,Rarely,Strongly Agree,Neutral,Often,Strongly Disagree,Strongly Disagree,Rarely,Strongly Agree,Strongly Disagree,Sometimes,Disagree,Disagree,Rarely,Strongly Disagree,Agree,Never,Disagree,Neutral,Rarely,Strongly Agree,Agree,Often,Strongly Agree,Agree,Sometimes,Neutral,Strongly Disagree,Always,Agree,Disagree,Often,Strongly Disagree,Agree
Male,Male,Female,Male,Female,Male,Strongly Disagree,Neutral,Often,Always,Disagree,Sometimes,Strongly Disagree,Neutral,Rarely,Disagree,Strongly Agree,Sometimes,Agree,Neutral,Often,Agree,Strongly Agree,Always,Strongly Disagree,Agree,Often,Strongly Agree,Neutral,Always,Strongly Disagree,Neutral,Always,Neutral,Neutral,Often,Strongly Disagree,Neutral,Sometimes,Neutral,Neutral,Always,Strongly Disagree,Disagree,Sometimes,Agree,Strongly Agree,Always,Strongly Disagree,Strongly Disagree,Rarely,Strongly Agree,Agree
Male,Male,Female,Male,Male,Female,Strongly Disagree,Neutral,Never,Always,Neutral,Rarely,Strongly Agree,Strongly Agree,Always,Strongly Disagree,Neutral,Often,Agree,Agree,Often,Strongly Disagree,Strongly Disagree,Rarely,Strongly Disagree,Strongly Agree,Always,Strongly Agree,Neutral,Always,Disagree,Neutral,Often,Strongly Agree,Disagree,Often,Disagree,Agree,Always,Agree,Agree,Sometimes,Agree,Strongly Agree,Often,Agree,Agree,Always,Agree,Strongly Agree,Sometimes,Strongly Disagree,Strongly Disagree
Female,Female,Female,Female,Male,Male,Agree,Disagree,Always,Sometimes,Strongly Disagree,Rarely,Neutral,Strongly Disagree,Always,Agree,Strongly Agree,Always,Agree,Disagree,Sometimes,Agree,Disagree,Often,Neutral,Disagree,Rarely,Agree,Agree,Rarely,Strongly Agree,Disagree,Often,Agree,Neutral,Rarely,Strongly Agree,Strongly Disagree,Sometimes,Disagree,Disagree,Sometimes,Neutral,Strongly Disagree,Often,Strongly Disagree,Disagree,Sometimes,Strongly Disagree,Neutral,Often,Strongly Agree,Strongly Disagree
Female,Male,Male,Female,Female,Male,Disagree,Disagree,Rarely,Rarely,Disagree,Always,Disagree,Neutral,Never,Agree,Neutral,Rarely,Disagree,Strongly Disagree,Often,Disagree,Agree,Often,Disagree,Neutral,Never,Strongly Disagree,Agree,Always,Strongly Disagree,Agree,Never,Agree,Strongly Agree,Sometimes,Agree,Strongly Disagree,Often,Agree,Agree,Rarely,Disagree,Strongly Disagree,Never,Neutral,Agree,Never,Agree,Strongly Disagree,Never,Disagree,Disagree
Male,Female,Male,Female,Female,Male,Disagree,Disagree,Often,Often,Agree,Always,Disagree,Disagree,Rarely,Strongly Agree,Neutral,Sometimes,Strongly Disagree,Disagree,Sometimes,Disagree,Neutral,Rarely,Agree,Disagree,Sometimes,Neutral,Strongly Agree,Often,Strongly Disagree,Strongly Agree,Rarely,Strongly Agree,Strongly Disagree,Often,Neutral,Agree,Never,Agree,Strongly Agree,Sometimes,Agree,Disagree,Never,Strongly Agree,Strongly Disagree,Sometimes,Neutral,Agree,Often,Neutral,Strongly Agree
Male,Male,Male,Male,Female,Male,Strongly Disagree,Agree,Rarely,Often,Neutral,Sometimes,Disagree,Neutral,Always,Agree,Disagree,Sometimes,Strongly Agree,Neutral,Always,Agree,Strongly Disagree,Often,Neutral,Disagree,Always,Strongly Disagree,Agree,Often,Disagree,Disagree,Never,Strongly Agree,Neutral,Often,Agree,Strongly Agree,Sometimes,Strongly Disagree,Neutral,Never,Strongly Agree,Agree,Often,Agree,Strongly Agree,Rarely,Disagree,Strongly Agree,Always,Neutral,Neutral
Male,Female,Female,Male,Female,Male,Strongly Disagree,Strongly Agree,Never,Often,Strongly Agree,Often,Agree,Disagree,Rarely,Strongly Disagree,Agree,Often,Neutral,Neutral,Often,Agree,Strongly Agree,Never,Neutral,Neutral,Rarely,Disagree,Strongly Disagree,Always,Disagree,Strongly Agree,Sometimes,Neutral,Agree,Often,Disagree,Strongly Agree,Often,Strongly Disagree,Strongly Disagree,Sometimes,Strongly Agree,Neutral,Rarely,Disagree,Disagree,Rarely,Agree,Strongly Disagree,Often,Strongly Disagree,Neutral
Female,Female,Female,Female,Female,Male,Strongly Disagree,Agree,Always,Rarely,Disagree,Always,Agree,Neutral,Sometimes,Strongly Agree,Disagree,Always,Disagree,Agree,Never,Strongly Disagree,Neutral,Always,Neutral,Strongly Disagree,Always,Strongly Disagree,Strongly Agree,Sometimes,Strongly Disagree,Neutral,Often,Strongly Disagree,Strongly Agree,Always,Disagree,Agree,Often,Strongly Agree,Disagree,Sometimes,Neutral,Neutral,Never,Disagree,Strongly Disagree,Rarely,Strongly Disagree,Disagree,Often,Strongly Disagree,Strongly Disagree
Female,Female,Female,Female,Female,Male,Disagree,Neutral,Never,Sometimes,Neutral,Sometimes,Agree,Neutral,Rarely,Disagree,Strongly Disagree,Always,Agree,Neutral,Often,Agree,Agree,Always,Agree,Strongly Agree,Always,Neutral,Strongly Disagree,Sometimes,Neutral,Disagree,Rarely,Neutral,Strongly Agree,Never,Strongly Agree,Neutral,Sometimes,Agree,Disagree,Never,Agree,Disagree,Rarely,Disagree,Strongly Disagree,Often,Disagree,Disagree,Always,Disagree,Strongly Agree
Male,Female,Male,Female,Female,Male,Strongly Disagree,Neutral,Always,Often,Neutral,Often,Strongly Agree,Neutral,Often,Agree,Strongly Disagree,Always,Strongly Agree,Disagree,Rarely,Neutral,Disagree,Sometimes,Neutral,Neutral,Often,Neutral,Strongly Agree,Sometimes,Neutral,Disagree,Often,Strongly Agree,Strongly Disagree,Sometimes,Agree,Strongly Agree,Often,Neutral,Strongly Agree,Rarely,Strongly Disagree,Disagree,Rarely,Agree,Strongly Agree,Always,Agree,Strongly Agree,Always,Strongly Agree,Strongly Disagree
Female,Female,Female,Male,Female,Female,Agree,Agree,Sometimes,Never,Strongly Disagree,Often,Disagree,Disagree,Sometimes,Neutral,Strongly Disagree,Rarely,Agree,Strongly Disagree,Never,Disagree,Agree,Sometimes,Neutral,Disagree,Sometimes,Strongly Agree,Agree,Always,Disagree,Strongly Agree,Always,Neutral,Disagree,Sometimes,Disagree,Strongly Agree,Rarely,Disagree,Disagree,Rarely,Neutral,Disagree,Always,Strongly Disagree,Neutral,Never,Strongly Agree,Disagree,Rarely,Disagree,Neutral
Male,Female,Male,Female,Male,Male,Disagree,Strongly Disagree,Rarely,Rarely,Strongly Agree,Often,Agree,Strongly Agree,Sometimes,Disagree,Disagree,Sometimes,Strongly Agree,Strongly Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Never,Strongly Agree,Strongly Agree,Always,Strongly Disagree,Disagree,Never,Strongly Agree,Neutral,Always,Agree,Strongly Agree,Sometimes,Agree,Neutral,Rarely,Strongly Agree,Agree,Sometimes,Strongly Agree,Neutral,Sometimes,Agree,Disagree,Always,Strongly Disagree,Strongly Agree,Never,Neutral,Agree
Female,Female,Male,Male,Female,Female,Disagree,Strongly Agree,Always,Often,Disagree,Never,Agree,Agree,Sometimes,Disagree,Strongly Agree,Sometimes,Agree,Strongly Disagree,Rarely,Strongly Disagree,Strongly Agree,Never,Agree,Neutral,Never,Strongly Disagree,Disagree,Never,Neutral,Disagree,Always,Disagree,Disagree,Always,Agree,Disagree,Always,Agree,Agree,Sometimes,Neutral,Neutral,Often,Neutral,Disagree,Sometimes,Strongly Agree,Agree,Often,Neutral,Agree
Male,Male,Female,Female,Male,Male,Strongly Agree,Disagree,Sometimes,Sometimes,Agree,Sometimes,Agree,Disagree,Often,Strongly Agree,Strongly Agree,Often,Agree,Neutral,Sometimes,Strongly Disagree,Strongly Disagree,Never,Strongly Disagree,Agree,Always,Agree,Strongly Disagree,Always,Disagree,Strongly Agree,Often,Strongly Agree,Agree,Often,Neutral,Disagree,Often,Agree,Agree,Never,Strongly Disagree,Agree,Always,Strongly Disagree,Disagree,Always,Disagree,Disagree,Sometimes,Strongly Agree,Neutral
Female,Male,Male,Male,Male,Female,Neutral,Strongly Agree,Sometimes,Always,Agree,Rarely,Disagree,Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Rarely,Strongly Agree,Strongly Disagree,Often,Strongly Agree,Agree,Always,Neutral,Neutral,Never,Strongly Disagree,Neutral,Often,Agree,Neutral,Rarely,Strongly Agree,Neutral,Never,Neutral,Strongly Disagree,Rarely,Neutral,Disagree,Rarely,Disagree,Disagree,Rarely,Neutral,Strongly Disagree,Never,Agree,Disagree,Rarely,Neutral,Neutral
Female,Male,Female,Female,Female,Male,Neutral,Strongly Disagree,Rarely,Never,Disagree,Never,Neutral,Strongly Agree,Never,Disagree,Agree,Rarely,Agree,Strongly Agree,Often,Disagree,Disagree,Rarely,Agree,Disagree,Often,Neutral,Neutral,Rarely,Strongly Agree,Neutral,Sometimes,Strongly Disagree,Disagree,Never,Agree,Neutral,Sometimes,Neutral,Strongly Disagree,Often,Disagree,Disagree,Always,Neutral,Neutral,Rarely,Disagree,Strongly Agree,Often,Neutral,Disagree
Female,Female,Male,Female,Female,Male,Neutral,Neutral,Never,Sometimes,Strongly Agree,Often,Agree,Agree,Rarely,Strongly Agree,Disagree,Always,Disagree,Agree,Never,Neutral,Disagree,Often,Strongly Agree,Disagree,Rarely,Neutral,Agree,Never,Strongly Disagree,Strongly Agree,Sometimes,Neutral,Neutral,Rarely,Disagree,Strongly Agree,Never,Neutral,Neutral,Often,Neutral,Strongly Disagree,Often,Strongly Disagree,Neutral,Sometimes,Neutral,Neutral,Sometimes,Strongly Agree,Neutral
Male,Female,Female,Female,Female,Male,Disagree,Agree,Sometimes,Never,Strongly Agree,Sometimes,Disagree,Disagree,Rarely,Neutral,Strongly Disagree,Often,Neutral,Strongly Disagree,Often,Agree,Agree,Never,Disagree,Strongly Disagree,Never,Strongly Disagree,Agree,Rarely,Agree,Neutral,Rarely,Neutral,Strongly Agree,Never,Neutral,Neutral,Sometimes,Strongly Agree,Disagree,Often,Neutral,Strongly Agree,Often,Strongly Disagree,Agree,Often,Disagree,Agree,Rarely,Agree,Strongly Disagree
Female,Female,Male,Male,Female,Female,Agree,Disagree,Often,Sometimes,Agree,Always,Neutral,Neutral,Rarely,Agree,Strongly Agree,Often,Strongly Agree,Strongly Disagree,Sometimes,Strongly Agree,Disagree,Never,Strongly Disagree,Strongly Agree,Always,Strongly Disagree,Strongly Disagree,Never,Neutral,Strongly Disagree,Rarely,Disagree,Disagree,Never,Agree,Strongly Agree,Rarely,Strongly Agree,Disagree,Never,Strongly Disagree,Disagree,Always,Agree,Strongly Disagree,Often,Disagree,Strongly Disagree,Always,Disagree,Strongly Agree
Male,Male,Female,Male,Male,Male,Disagree,Neutral,Often,Often,Strongly Disagree,Often,Disagree,Neutral,Rarely,Neutral,Strongly Agree,Rarely,Agree,Disagree,Often,Neutral,Neutral,Never,Disagree,Strongly Agree,Often,Agree,Agree,Always,Strongly Disagree,Strongly Agree,Rarely,Disagree,Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Often,Disagree,Strongly Agree,Sometimes,Neutral,Strongly Disagree,Always,Agree,Neutral,Rarely,Strongly Agree,Disagree,Often,Neutral,Neutral
Female,Male,Female,Male,Female,Male,Agree,Strongly Agree,Never,Never,Agree,Always,Strongly Agree,Strongly Agree,Never,Neutral,Disagree,Often,Disagree,Neutral,Rarely,Agree,Disagree,Sometimes,Agree,Neutral,Sometimes,Agree,Neutral,Always,Strongly Disagree,Disagree,Often,Strongly Agree,Strongly Disagree,Sometimes,Agree,Neutral,Sometimes,Strongly Agree,Agree,Rarely,Strongly Disagree,Disagree,Always,Disagree,Disagree,Never,Strongly Agree,Strongly Disagree,Often,Strongly Agree,Neutral
Male,Female,Female,Male,Female,Female,Disagree,Strongly Agree,Rarely,Often,Strongly Agree,Often,Neutral,Agree,Often,Neutral,Agree,Often,Agree,Strongly Agree,Sometimes,Agree,Strongly Disagree,Never,Strongly Agree,Agree,Never,Disagree,Disagree,Often,Strongly Disagree,Strongly Agree,Sometimes,Neutral,Strongly Disagree,Often,Agree,Agree,Rarely,Disagree,Strongly Disagree,Rarely,Strongly Disagree,Agree,Often,Disagree,Strongly Disagree,Never,Strongly Disagree,Strongly Disagree,Often,Strongly Agree,Strongly Agree
Female,Male,Male,Female,Male,Female,Agree,Strongly Agree,Often,Often,Agree,Never,Neutral,Neutral,Rarely,Strongly Disagree,Disagree,Never,Agree,Strongly Disagree,Sometimes,Agree,Neutral,Sometimes,Strongly Agree,Agree,Rarely,Agree,Strongly Agree,Never,Strongly Agree,Disagree,Always,Strongly Disagree,Strongly Agree,Always,Strongly Agree,Strongly Disagree,Rarely,Neutral,Strongly Disagree,Sometimes,Strongly Agree,Agree,Always,Neutral,Neutral,Sometimes,Disagree,Strongly Agree,Sometimes,Strongly Agree,Disagree
Male,Male,Female,Male,Male,Female,Strongly Disagree,Disagree,Sometimes,Always,Strongly Agree,Always,Agree,Strongly Agree,Always,Disagree,Neutral,Never,Strongly Disagree,Agree,Never,Strongly Disagree,Neutral,Never,Disagree,Strongly Agree,Rarely,Strongly Disagree,Neutral,Rarely,Strongly Disagree,Neutral,Rarely,Strongly Disagree,Disagree,Always,Strongly Disagree,Neutral,Often,Agree,Neutral,Often,Strongly Agree,Strongly Disagree,Never,Strongly Disagree,Disagree,Sometimes,Disagree,Strongly Agree,Never,Strongly Agree,Strongly Agree
Female,Male,Female,Female,Female,Female,Agree,Agree,Never,Often,Strongly Disagree,Often,Strongly Agree,Strongly Disagree,Often,Agree,Strongly Disagree,Rarely,Disagree,Agree,Often,Disagree,Neutral,Sometimes,Agree,Disagree,Never,Disagree,Disagree,Always,Strongly Agree,Neutral,Often,Neutral,Disagree,Never,Neutral,Strongly Disagree,Always,Agree,Agree,Often,Strongly Agree,Strongly Disagree,Always,Strongly Agree,Disagree,Never,Agree,Strongly Disagree,Rarely,Agree,Strongly Agree
Female,Female,Male,Male,Male,Female,Disagree,Agree,Always,Rarely,Agree,Rarely,Strongly Agree,Disagree,Never,Disagree,Disagree,Sometimes,Agree,Strongly Agree,Always,Agree,Agree,Often,Agree,Neutral,Always,Neutral,Neutral,Always,Strongly Agree,Neutral,Always,Strongly Disagree,Disagree,Never,Neutral,Neutral,Sometimes,Neutral,Agree,Always,Strongly Agree,Agree,Always,Agree,Neutral,Always,Strongly Agree,Strongly Disagree,Always,Agree,Strongly Agree
Male,Female,Male,Female,Male,Female,Strongly Agree,Neutral,Rarely,Always,Agree,Always,Neutral,Strongly Disagree,Never,Disagree,Disagree,Sometimes,Strongly Agree,Strongly Agree,Often,Strongly Disagree,Agree,Sometimes,Neutral,Strongly Agree,Rarely,Disagree,Disagree,Often,Strongly Disagree,Strongly Disagree,Rarely,Neutral,Strongly Disagree,Often,Agree,Strongly Disagree,Always,Neutral,Strongly Disagree,Often,Strongly Disagree,Neutral,Often,Disagree,Disagree,Sometimes,Strongly Agree,Neutral,Sometimes,Strongly Agree,Agree
Male,Male,Female,Male,Male,Female,Agree,Strongly Disagree,Often,Rarely,Neutral,Never,Neutral,Disagree,Often,Agree,Disagree,Often,Strongly Disagree,Strongly Agree,Never,Neutral,Neutral,Often,Agree,Disagree,Always,Neutral,Agree,Sometimes,Disagree,Strongly Agree,Rarely,Strongly Disagree,Agree,Sometimes,Neutral,Agree,Sometimes,Strongly Disagree,Strongly Disagree,Often,Strongly Agree,Neutral,Sometimes,Neutral,Agree,Often,Neutral,Disagree,Often,Strongly Agree,Strongly Disagree
Male,Male,Female,Female,Female,Male,Strongly Agree,Neutral,Always,Sometimes,Strongly Disagree,Always,Neutral,Strongly Disagree,Often,Agree,Strongly Agree,Always,Strongly Agree,Strongly Agree,Never,Disagree,Disagree,Never,Neutral,Agree,Always,Strongly Disagree,Strongly Disagree,Always,Neutral,Disagree,Never,Strongly Agree,Strongly Agree,Always,Strongly Agree,Neutral,Never,Strongly Agree,Agree,Sometimes,Disagree,Strongly Disagree,Always,Strongly Agree,Strongly Agree,Rarely,Disagree,Strongly Agree,Sometimes,Strongly Disagree,Strongly Agree
